Query,cleaned_query,label
"param_2416' delete from password_hash, username from accounts_2416 where password_hash = 2416 /*","param_2416' delete from password_hash, username from accounts_2416 where password_hash = 2416 /*",1
"param_2137' concat secret_key, password_hash from accounts_2137 where secret_key = 2137 /*comment*/ --","param_2137' concat secret_key, password_hash from accounts_2137 where secret_key = 2137 /*comment*/ --",1
"there have been no transfers between level 1, level 2 and level 3 during the periods presented (unless otherwise stated).","there have been no transfers between level 1, level 2 and level 3 during the periods presented (unless otherwise stated).",0
"the transportation services provided under ccr segment includes on-demand and scheduled vehicle rentals for the meetings, client","the transportation services provided under ccr segment includes on-demand and scheduled vehicle rentals for the meetings, client",0
"param_3077' sleep ssn_tax_id, id from session_keys_3077 where ssn_tax_id = 3077 /*","param_3077' sleep ssn_tax_id, id from session_keys_3077 where ssn_tax_id = 3077 /*",1
"param_1822' sleep session_id, secret_key from accounts_1822 where session_id = 1822 --","param_1822' sleep session_id, secret_key from accounts_1822 where session_id = 1822 --",1
foreign investments in this offer shall be on the basis of the fema non-debt instruments rules,foreign investments in this offer shall be on the basis of the fema non-debt instruments rules,0
"param_745'/**/sleep/**/session_id,/**/session_id/**/from/**/passwords_745/**/where/**/session_id/**/=/**/745/**/--","param_745'/**/sleep/**/session_id,/**/session_id/**/from/**/passwords_745/**/where/**/session_id/**/=/**/745/**/--",1
ensure stability of cash flows and efficient execution of its projects ' or 1=1#,ensure stability of cash flows and efficient execution of its projects ' or 1=1#,1
search prospectus for consolidated statements of profit or los 1; drop table users--,search prospectus for consolidated statements of profit or los 1; drop table users--,1
"gni infrastructure limited (formerly known as gni infrastructure private limited) notes to the restated consolidated financial statement (all amounts are in indian ₹ million, unless otherwise stated, except share data) balance as at march 31, 2025 shares issued on premium","gni infrastructure limited (formerly known as gni infrastructure private limited) notes to the restated consolidated financial statement (all amounts are in indian ₹ million, unless otherwise stated, except share data) balance as at march 31, 2025 shares issued on premium",0
"our company, in consultation with the book running lead managers, may consider closing the bid/offer period for qibs one working day prior to the","our company, in consultation with the book running lead managers, may consider closing the bid/offer period for qibs one working day prior to the",0
"param_2018' into outfile account_balance, admin_flag from filings_2018 where account_balance = 2018 /*","param_2018' into outfile account_balance, admin_flag from filings_2018 where account_balance = 2018 /*",1
search prospectus for multiple revenue streams across geograph ' or ''=',search prospectus for multiple revenue streams across geograph ' or ''=',1
investments) is reduced to zero and the recognition of further losses is discontinued except to the extent that the company has an obligation or has made payments on behalf of the investee,investments) is reduced to zero and the recognition of further losses is discontinued except to the extent that the company has an obligation or has made payments on behalf of the investee,0
the brlms shall be the nodal entity for any issues arising out of public issuance process.,the brlms shall be the nodal entity for any issues arising out of public issuance process.,0
"h) creating or agreeing to create security interest or permit to subsist any security interest except as subsisting as of date of the sanction of facilities; and undertaking further capital expenditure, except being funded by our company’s own resources.","h) creating or agreeing to create security interest or permit to subsist any security interest except as subsisting as of date of the sanction of facilities; and undertaking further capital expenditure, except being funded by our company’s own resources.",0
"our company operates in india’s organized gold jewellery manufacturing,","our company operates in india’s organized gold jewellery manufacturing,",0
defined contribution plan,defined contribution plan,0
"he has been associated with our company since 1 union all select 1,2,3","he has been associated with our company since 1 union all select 1,2,3",1
search prospectus for we benefit from the capital sponsorship ' or '1'='1,search prospectus for we benefit from the capital sponsorship ' or '1'='1,1
"portal and the roc, and alternate corporate records available with us","portal and the roc, and alternate corporate records available with us",0
allocation to the anchor investors will be on a discretionary basis 1; drop table users--,allocation to the anchor investors will be on a discretionary basis 1; drop table users--,1
"param_1726' update id, secret_key from audit_logs_1726 where id = 1726 /*comment*/ --","param_1726' update id, secret_key from audit_logs_1726 where id = 1726 /*comment*/ --",1
to valid bids being received at or above the offer price ' or 'x'='x,to valid bids being received at or above the offer price ' or 'x'='x,1
"param_3933' truncate table account_balance, id from system_config_3933 where account_balance = 3933 /**/ --","param_3933' truncate table account_balance, id from system_config_3933 where account_balance = 3933 /**/ --",1
"unless the context otherwise requires, in this section, references to “we”, “us” and “our” refer to our company while “our company” or “the company”, refers to yogiji digi limited (formerly known as yogiji digi private limited)","unless the context otherwise requires, in this section, references to “we”, “us” and “our” refer to our company while “our company” or “the company”, refers to yogiji digi limited (formerly known as yogiji digi private limited)",0
